ts_ms,seq,state,fsr_0,fsr_1,fsr_2,fsr_3,ir_0,ir_1,ir_2,ir_3,ir_4,ir_5,us_bottom,us_top,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,imu_temp_c,wall_ts
282,113,SNIFF,200.0,259.0,194.0,245.0,1,0,0,1,1,0,30.135144671755597,42.90529656676138,-0.3566775037719491,9.672281332699395,-0.4250484575528749,-0.019366664922629596,-0.011770019508565882,-0.04233413950873407,37.22764102587066,1787429377.5973132
285,114,SNIFF,199.0,259.0,194.0,246.0,1,1,1,1,0,0,26.50746790518337,31.61732080212562,-0.36496042720419897,9.620289498741744,0.021683653469801098,-0.027883422681992266,-0.01066620285527173,-0.007895017183814449,37.42098809779155,1787429377.600833
287,115,SNIFF,199.0,259.0,194.0,246.0,1,1,1,0,1,1,30.659777780752513,55.566454397307226,-0.22120922578657579,9.617876840034516,0.02752040548966829,-0.0004543427891674414,0.00015785759516184078,-0.016135200300790613,36.64746489886525,1787429377.6008482
290,116,SNIFF,197.0,259.0,193.0,249.0,1,1,1,1,0,0,27.98448283235514,52.197997601900255,-0.26910634957288887,9.66308794390119,0.14181988941519252,-0.012491849173625417,-0.0015964183939254119,-0.014724871211637033,37.42805065618886,1787429377.6039479
292,117,SNIFF,199.0,257.0,195.0,247.0,0,1,1,0,1,0,24.033836695371335,50.507967684396576,-0.23329335531858833,9.720251279855342,-0.39730597662613765,-0.02749335644574488,-0.009360737871332663,-0.012304316112305754,36.789047738464944,1787429377.6064045
295,118,SNIFF,199.0,259.0,194.0,247.0,1,0,1,0,1,0,21.259261677870732,36.881348127496594,-0.2560751247329659,9.68387215803959,0.08118140954295874,-0.008916721577991078,-0.01550522723472206,-0.013157171883925754,37.12954699301005,1787429377.6087873
297,119,SNIFF,197.0,260.0,194.0,246.0,1,0,0,0,0,1,24.581210788161293,35.364502168564314,-0.2784270898245674,9.696322031143342,-0.46500159071660185,-0.016212477612841496,-0.014975893593057696,0.00210100678818961,36.89342702432946,1787429377.6138082
300,120,SNIFF,197.0,262.0,194.0,244.0,1,1,1,0,0,0,22.450144701031363,43.0409642853982,-0.18962298203188052,9.685366102691948,-0.7345113243508576,-0.004080393213291591,-0.027738969494476635,-0.008052097911798096,37.2562346331287,1787429377.6144264
302,121,SNIFF,197.0,262.0,192.0,246.0,1,0,0,1,1,0,30.4398785724228,58.14057894478378,-0.27254391126328203,9.657173598730779,-0.408671095702631,0.0035890391586934633,-0.02919552288194624,-0.02658124476035368,37.50997811322583,1787429377.616772
305,122,SNIFF,195.0,261.0,193.0,248.0,0,1,1,0,0,1,25.029523810398906,44.25193039579263,-0.2138007881891809,9.755147234000173,-0.6037792218379264,-0.0014523862768864738,-0.021911352306037274,-0.010703473311393125,37.214022631746644,1787429377.6194167
307,123,SNIFF,196.0,259.0,194.0,249.0,1,1,1,1,1,1,28.16452335287216,45.03449455559203,-0.10671283292857921,9.71884340491893,0.1040925729391391,0.0030510429274001596,-0.010490870295488343,-0.009171625531021712,36.94811738665878,1787429377.6225312
310,124,SNIFF,195.0,260.0,193.0,250.0,1,1,1,1,1,1,27.310985879807795,53.50501444011374,-0.18998954708772395,9.746777508962307,0.0686878571207106,-0.0101734255630741,-0.01494498252164252,-0.01466704628206435,37.56330539922802,1787429377.624322
312,125,SNIFF,194.0,261.0,193.0,250.0,1,0,1,1,1,0,29.063821810904933,45.42805085703806,-0.13949148586574922,9.745233916554586,0.2885163033684775,-0.00826463442711693,-8.897126035902446e-05,-0.015259801444743181,37.310615357405055,1787429377.6276276
315,126,SNIFF,193.0,261.0,193.0,251.0,0,0,1,1,0,1,26.86481870529075,54.82928339517427,-0.06009907769669942,9.74886406246303,0.1401479314508969,-0.008529804438044311,-0.011473141822776516,0.011609142697003277,37.15695110868477,1787429377.6307285
317,127,SNIFF,195.0,260.0,189.0,253.0,1,0,1,1,1,0,26.978727701949403,50.87308883201358,-0.07869685298489174,9.723922121288256,0.19331381268283301,-0.010366374314477199,0.00653602393294461,0.00047541254502728777,37.32624766561343,1787429377.6328132
320,128,SNIFF,196.0,260.0,188.0,254.0,1,1,1,0,0,1,25.567066646708106,47.39823508907487,-0.08834713908181217,9.723320245354616,0.48262003826790134,-0.02265425307907437,-0.00030661121566205596,-0.022095596534857216,37.49802486845932,1787429377.6348574
322,129,SNIFF,195.0,258.0,189.0,255.0,1,1,1,1,1,1,28.559744663203162,58.84047848865053,-0.04142532928003967,9.769569547984341,-0.008919560318987052,-0.02031427922648284,0.0024754970588971967,0.020511808722483347,37.474468468573306,1787429377.6367037
325,130,SNIFF,193.0,260.0,189.0,256.0,1,0,1,1,1,1,34.63463604281934,52.818949539229806,-0.0022415844448314126,9.762835976284013,0.29076270425278794,0.0006373981827376006,0.003785112509833679,-0.010789356130234112,37.40765798579677,1787429377.639274
327,131,SNIFF,192.0,262.0,189.0,256.0,1,1,1,0,0,0,29.29488370817517,46.38213012459798,0.00210465332987287,9.738766941924583,-0.20834517204327024,0.00808942570476532,-0.013491074817581808,-0.016862648290337866,37.5314752240465,1787429377.6446023
330,132,SNIFF,190.0,261.0,191.0,256.0,0,1,0,1,1,1,22.05503955793361,49.66588968410004,-0.014476201636388634,9.814854231248878,0.3062251123732742,-0.010480177215038883,-0.0027365835231274054,-0.0014106771456605925,37.15720937122784,1787429377.6446195
332,133,SNIFF,191.0,259.0,192.0,255.0,0,1,1,0,0,0,35.57070689207296,43.65567953202033,-0.0227224760978805,9.820592588645598,-0.19747843739077353,0.01432876983550545,-0.007211133710626762,0.0008372809078372725,37.253632556191064,1787429377.6484394
335,134,SNIFF,190.0,260.0,193.0,254.0,1,1,1,1,1,0,25.920393316373655,46.06553922540611,0.017592153570348754,9.717843005024934,-0.2804937938727159,0.0005874400863071969,-0.004596014728606107,-0.003314290242039067,37.513155906240655,1787429377.6501586
337,135,SNIFF,191.0,256.0,194.0,256.0,0,0,0,1,1,0,31.147369050582014,38.54142256552231,0.07852219337205528,9.762801777556325,-0.6103506206962004,0.0026604580926146574,-0.016315999303174886,-0.001148942224647662,37.299054589213725,1787429377.6521049
340,136,SNIFF,191.0,257.0,192.0,258.0,0,1,1,1,1,0,27.209032873941844,49.31987601296116,0.06792219005549477,9.832698352143117,-0.08462012998326542,-0.0011318123426158405,0.004633417330100652,-0.027984865454002812,37.222986782316205,1787429377.6545813
342,137,SNIFF,191.0,259.0,190.0,258.0,0,1,1,1,1,1,33.36502245770762,42.413417832936716,0.1074415003565342,9.836622405259373,-0.33143106627719104,0.0022252807186494685,-0.0031156904687637023,0.004236877406376077,37.011115424319385,1787429377.6583357
345,138,SNIFF,190.0,262.0,192.0,255.0,1,1,1,1,0,0,25.332897063992057,54.49859332194873,0.12457487991485605,9.756833973236471,0.16628815195968896,0.017347569921274033,0.016207163965317517,0.0010479889626427976,37.3277518763352,1787429377.6646695
347,139,SNIFF,190.0,262.0,193.0,253.0,1,1,1,1,1,1,29.30285456570124,54.61937588764859,0.08036847435855965,9.837488485442547,-0.3173991152738288,-0.004309626109600402,-0.015582696290270365,0.020157282674485407,37.31118240625989,1787429377.66576
350,140,SNIFF,189.0,263.0,191.0,255.0,0,1,1,0,0,1,23.693206044289994,47.30309942138177,0.14688288456292603,9.866801042768234,-0.029538956493623855,0.006244132427617508,0.005407453357981277,0.004735021540550054,37.08542979403307,1787429377.6682599
352,141,SNIFF,190.0,262.0,192.0,254.0,1,1,1,1,0,0,18.337739342124024,51.66999763742302,0.18477556573020593,9.872934994347945,-0.45247085434397183,-0.001599598066143658,0.008042687991076197,0.0242169902096372,37.201441412075276,1787429377.670341
355,142,SNIFF,189.0,260.0,193.0,256.0,1,0,1,1,1,1,33.36860263427305,61.54697622207544,0.183409466739843,9.874105221614792,0.06238986768364624,-0.00045420122302456713,0.009949551943192575,0.008695153008267627,37.298653558767825,1787429377.6738827
357,143,SNIFF,188.0,260.0,193.0,257.0,1,1,0,1,1,0,23.729111426989192,46.27507168591647,0.20284268698318791,9.901962917194263,0.03385012448459784,0.016692575687846087,0.0027285750220512406,-0.001078186069347533,37.03562164569139,1787429377.6755977
360,144,SNIFF,191.0,259.0,193.0,256.0,1,1,1,1,1,1,28.040554862453767,59.17588087380378,0.1620956233377645,9.876274771015634,-0.38766157253294325,0.039110516858769394,-0.0023455312573236343,-0.004058620181012544,37.22339604680478,1787429377.677961
362,145,SNIFF,188.0,259.0,194.0,257.0,1,1,1,1,1,1,28.046054807676768,50.84994018434615,0.24957576098559875,9.913135326195816,0.08987000492118088,0.023094133056621537,0.011666821162917188,0.014720674171174427,37.07235457442486,1787429377.6804283
365,146,SNIFF,188.0,259.0,192.0,259.0,0,1,0,0,1,1,24.36440363916484,50.24708012209507,0.2292459433976547,9.911885766151181,-0.31549859231322613,-0.002119743530070278,0.02215748563224338,0.006574292844390918,37.199776055600424,1787429377.6829484
367,147,SNIFF,183.0,259.0,195.0,261.0,1,1,1,0,1,1,23.29501321054554,55.3913316808557,0.29039071022318397,9.94902394960245,-0.3637990022134652,0.01814743644577471,0.00317501816420814,0.009459984802778303,37.435636970563436,1787429377.6855993
370,148,SNIFF,187.0,259.0,192.0,260.0,0,0,1,1,1,0,25.471595148747497,51.362976790324794,0.30132256129326074,9.882844618146649,0.37118991386035216,0.028596431800153803,0.0161893195644684,0.013010801434630796,37.14108624906768,1787429377.690095
372,149,SNIFF,184.0,258.0,192.0,264.0,1,1,1,1,1,1,26.113306980331764,40.40030399549393,0.2837594023591517,9.977521922651782,-0.529341812139735,0.01406376845948062,0.01738245722945601,0.0069753708359345,37.193851233547896,1787429377.6901405
375,150,SNIFF,183.0,259.0,193.0,263.0,1,1,1,1,0,0,20.71454371341892,47.31756444879281,0.26977617298257817,9.993854583254342,-0.16146751730085662,0.03007648397333537,0.012667939148292895,0.017217038871718857,37.18819155653899,1787429377.6938791
377,151,SNIFF,188.0,258.0,191.0,261.0,1,1,1,1,1,1,24.93855956674298,47.224871696343044,0.3802316523730327,9.931035982359415,0.2559787033807659,0.026605019254533218,0.0393893721171113,0.004249769075956283,37.11576940346857,1787429377.6950984
380,152,SNIFF,188.0,260.0,190.0,260.0,0,0,1,1,1,0,25.31836137106007,50.07942003681002,0.34049711816927986,9.84890852601919,-0.508500456264471,0.03309607742299821,0.022103001615514227,0.010461759474353613,36.954098520528085,1787429377.6982434
382,153,SNIFF,188.0,261.0,190.0,259.0,1,1,1,1,0,0,26.803401189103724,47.758916016914924,0.288053205232881,9.91562661749916,0.2646227464950689,0.015430502277608962,0.007722747450126114,0.011698316455956351,37.01929311068475,1787429377.7001193
385,154,SNIFF,188.0,261.0,189.0,259.0,0,1,0,1,0,0,24.83973690425099,50.02479729592919,0.28550485485262805,9.904989827047562,0.24232694719986517,0.01850694919174398,0.04123265953980628,0.01821965063944808,36.88578045148588,1787429377.7023168
387,155,SNIFF,189.0,263.0,187.0,259.0,1,0,1,1,1,1,24.116713368897855,54.43595615404942,0.24093783392375925,9.945252897936541,-0.2645418156353679,0.003711776030441736,0.017094409424406425,0.009575681465511895,37.38747539338393,1787429377.705578
390,156,SNIFF,187.0,265.0,185.0,260.0,1,1,1,1,1,0,25.717137633102148,50.26794968578079,0.342307109841932,9.947159206559494,-0.43173446935160187,0.011998380493222412,0.025032577340884897,0.027747209464803094,37.52319648483241,1787429377.7085001
392,157,SNIFF,188.0,265.0,186.0,259.0,0,1,0,1,1,1,26.970577085295446,53.33969999406533,0.30370502444984165,9.884906656925924,-0.010046363430496835,0.020437896428355622,0.025459288207598314,0.024043881671432656,37.210366419798575,1787429377.7134426
395,158,SNIFF,188.0,265.0,184.0,261.0,1,1,0,1,1,1,24.408888344239166,52.233953360361824,0.36976078161914827,10.03548017519325,-0.16865446786958493,0.05150870460496608,0.01891578630022753,0.0237430139714199,37.28369981491008,1787429377.7137802
397,159,SNIFF,187.0,263.0,182.0,266.0,1,1,1,1,1,1,23.42055877345068,52.04264266100927,0.2914896046245874,9.911821688253239,-0.12238473967346683,0.024636735923269835,0.02471803081435812,0.025936211114870242,37.39533307399563,1787429377.7183576
400,160,SNIFF,187.0,265.0,179.0,267.0,1,1,1,1,1,0,28.76036566070158,41.79234633570883,0.3471445626546742,9.964292619763672,-0.4086691637957376,0.005310604782296844,0.013170460874377676,0.02594017534893643,37.217250767245005,1787429377.7225738
402,161,SNIFF,186.0,265.0,182.0,266.0,1,1,1,1,0,0,27.715861564508792,47.94293208254098,0.34363841397773576,9.928970126239403,-0.2766804135161669,0.03151906156553956,0.01682208263275934,0.0309290536745305,37.34082962832796,1787429377.722838
405,162,SNIFF,184.0,268.0,183.0,264.0,0,0,1,1,0,0,27.020328175471036,46.44812715362012,0.4096380317374968,10.008982734503464,0.3474797535532374,0.023522838902604495,0.006054075889193513,0.004227920574903364,37.11022447594392,1787429377.7263465
407,163,SNIFF,186.0,265.0,184.0,262.0,0,1,0,1,0,1,27.038167062286156,51.54947712198336,0.3657560780384514,9.990232309154234,0.19102454057915208,0.010153789282900623,0.032806321684393173,0.013142793470631985,37.42987536819157,1787429377.7294674
410,164,SNIFF,187.0,263.0,186.0,262.0,1,1,1,0,1,0,27.322078114350383,59.67146286480494,0.32286256627785936,10.024522193000697,-0.35837100101013053,0.01807571740990014,0.022524501977935048,0.010528191680092303,37.41629009392571,1787429377.7321296
412,165,SNIFF,187.0,264.0,186.0,260.0,1,1,1,1,0,1,23.771317891787604,57.8270821826933,0.3083514123226007,9.853082710926943,-0.3199111810805879,0.014900487853359526,0.03633390708917282,0.026583726071220854,37.15657127738474,1787429377.733754
415,166,SNIFF,188.0,264.0,187.0,259.0,1,1,1,1,1,1,29.757681687192722,55.85593969889504,0.3475368275620819,9.961782311784654,-0.2148011182265503,0.02362171603440947,0.0276088455070938,0.042724299604072896,37.09876614666154,1787429377.7367053
417,167,SNIFF,188.0,262.0,187.0,260.0,0,0,0,1,1,1,26.662061848067047,54.67297830272619,0.3392207195501153,9.941125867889724,0.27843649406585363,0.030289992420880974,0.006488512428828495,0.01941954122269951,37.20379823732802,1787429377.7386377
420,168,SNIFF,189.0,260.0,187.0,262.0,1,1,1,1,0,1,32.75021215794656,54.69276943456845,0.2991818801397874,9.969953782428545,-0.40341370707829904,0.004171673172051318,0.016970397403196683,0.028093239366581327,37.21298861751015,1787429377.7413554
422,169,SNIFF,190.0,262.0,186.0,261.0,0,1,1,0,0,0,26.862031877207023,44.43005521526584,0.21456516499536984,9.892409306284714,-0.3803641650981759,0.017662429742753262,0.015446853919974062,-0.00658583053534937,37.14896716499571,1787429377.743256
425,170,SNIFF,188.0,261.0,186.0,263.0,0,0,1,1,0,0,33.51351652797252,45.986543959979485,0.2974958862416227,9.932552903627695,-0.3587261282768646,0.016865645917660363,0.02190520721070498,0.022895456035785303,36.98525951745644,1787429377.745452
427,171,SNIFF,186.0,261.0,185.0,266.0,1,0,1,0,1,1,23.14781167323474,56.31112916316512,0.2979336918605109,9.949971224197498,-0.6308354895386233,0.016702244828575838,0.025635463337426237,0.029895023226543808,37.29868639763674,1787429377.7477078
430,172,SNIFF,188.0,259.0,183.0,268.0,1,0,1,1,1,1,26.031976118195253,49.30799003115598,0.259495632836788,9.946752416387143,-0.014232207751026328,0.02913989226387584,0.021061756408600116,0.031979677261816955,37.57542729506633,1787429377.750709
432,173,SNIFF,189.0,256.0,186.0,267.0,1,1,0,1,1,0,33.92904120058236,50.27907902128845,0.2640208771775363,9.969919184407253,-0.24693201585713184,0.02126622882181041,0.01742354238826784,0.03951466045923419,37.092340180936674,1787429377.7526069
435,174,SNIFF,189.0,253.0,186.0,270.0,1,0,1,0,0,0,26.40728245241319,41.52415386439267,0.3309856627792166,9.921628429711893,0.03322522903068661,0.011625102575384414,0.01877904636326488,0.028778816592603357,37.48421518761396,1787429377.7553267
437,175,SNIFF,190.0,250.0,186.0,272.0,0,1,0,1,1,1,24.004249800152216,55.3360775226341,0.26387115104060843,9.974365107085344,-0.6976419893633672,0.018164028744847474,0.031771818196420075,0.020576192658132788,37.21790179995276,1787429377.7591348
440,176,SNIFF,191.0,249.0,185.0,273.0,1,1,0,1,1,1,25.025887833100555,57.932815364470855,0.30275124299116296,9.940294627460569,0.28112115309491553,0.030229138553391932,0.017121514012182815,0.025382884102772563,37.309175767547835,1787429377.7606895
442,177,SNIFF,190.0,251.0,184.0,273.0,1,1,1,1,0,0,23.090529037363474,50.24201843332814,0.29899027690186875,9.938615717468073,0.11354249816179088,0.019894457095800722,0.02062116459687037,0.027063564840553413,36.89192912483032,1787429377.7632008
445,178,SNIFF,189.0,253.0,182.0,274.0,1,1,1,0,1,1,26.70819739003965,52.11201772362578,0.27221311395061576,9.882479995915785,0.2708974518785833,0.015359737581820269,0.027339982490665424,0.01056735813469521,37.04782705099037,1787429377.7656562
447,179,SNIFF,190.0,252.0,180.0,276.0,1,0,1,1,0,0,28.870902435000254,50.680223228151334,0.21205734843626922,9.890595901351812,-0.08016477104332304,0.018582087458801168,0.020296563382510794,0.006221143494279187,37.29812138049118,1787429377.7690194
450,180,SNIFF,191.0,251.0,181.0,275.0,1,1,1,1,0,0,28.58006675726024,62.32727056772467,0.2224921099688476,9.844574368193095,0.09587036975174257,0.018719543108500714,0.02243477310022699,0.003483577739049887,37.040068515540476,1787429377.771463
452,181,SNIFF,189.0,250.0,182.0,277.0,1,1,1,1,1,1,29.87298236948518,64.50683321669868,0.23471531018335384,10.023007008119148,-0.1367824742276915,0.011484335270835547,-0.0005537360313543488,0.031156610106880353,37.35730335026637,1787429377.7745552
455,182,SNIFF,189.0,252.0,181.0,277.0,0,0,0,0,1,1,27.313095848324124,46.23453655273383,0.16960332552552826,9.938788107749083,0.3703364919914302,0.00790469066007543,0.018400162317162037,0.012262727411421485,37.44538817528719,1787429377.7765782
457,183,SNIFF,189.0,252.0,182.0,274.0,0,1,1,1,1,1,19.77664235334026,59.98865635248963,0.20486260079764962,9.852133440997152,-0.0755885437522782,0.02821539087562159,0.017224977334791815,0.0013909830184034681,37.47348030554769,1787429377.7779927
460,184,SNIFF,188.0,253.0,182.0,274.0,1,1,0,1,0,0,26.05954350083038,52.41464452006113,0.23748599064933773,9.924499518316152,-0.06088470116664055,0.034824203623189984,0.00660048685650237,0.015712933130892975,36.85312284751022,1787429377.782577
462,185,SNIFF,188.0,253.0,182.0,275.0,0,1,0,0,1,1,23.466983190905623,53.36924692771787,0.10937641465401088,9.943605430616218,-0.3081745689602236,0.016268159088607546,0.003290372560582195,0.0109564761699163,37.72529698180738,1787429377.782602
465,186,SNIFF,190.0,255.0,182.0,271.0,1,1,1,1,1,0,25.798103708874315,44.65082327196778,0.1714745920447991,9.835834195245775,-0.19516653304801576,0.008834427857251845,-0.0001295299743734879,-0.0017767547314243032,37.17159207835341,1787429377.7860494
467,187,SNIFF,190.0,255.0,183.0,270.0,1,1,1,1,1,1,26.184813103259813,54.17847134493661,0.16296404960205865,9.847407714015299,0.2651530191493427,0.016669624914471905,0.01677318867319145,0.01502874777628091,37.25641757816698,1787429377.7880647
470,188,SNIFF,189.0,252.0,183.0,274.0,1,1,1,1,1,0,19.650028705074796,45.45432965274651,0.15682765273561725,9.850299552425582,-0.11948510299589063,0.026022226341123396,0.0038480213826620176,0.005836926826273052,37.05461500821397,1787429377.7901933
472,189,SNIFF,191.0,252.0,182.0,273.0,1,1,1,0,0,0,24.22351418253794,54.55631125298446,0.1750755076113898,9.858202930277965,-0.0247909312445855,-0.000949921638243284,0.015738946229705366,-0.006098635731683538,37.385509155462714,1787429377.7952926
475,190,SNIFF,193.0,251.0,180.0,274.0,1,0,1,1,0,0,27.500432655016766,38.885462510066276,0.18508335807136536,9.83018682491508,-0.23914496247003547,0.015115763773104647,0.009805091221496077,-0.008340854995684337,37.55624538551632,1787429377.804929
477,191,SNIFF,192.0,250.0,183.0,274.0,0,1,1,1,1,1,24.723577037788104,45.50750225611449,0.12876882793949074,9.855998728626696,-0.4676745253779223,-0.0006125732027102582,0.018333778158369417,0.00944271069597966,37.180227376807544,1787429377.8051798
480,192,SNIFF,192.0,251.0,182.0,273.0,1,1,1,1,0,0,29.83522662404384,57.39187641959013,0.14175559461545004,9.811458957057557,0.032226354301552115,0.009122135064838405,0.022892222223598775,0.004285630342491064,37.24705794183398,1787429377.8094668
482,193,SNIFF,191.0,249.0,186.0,273.0,1,1,1,1,0,0,20.469047318805494,49.472435543480614,0.12076265296948116,9.836336310198341,0.2357586757898269,0.004027205437304635,0.0022209452843519294,0.0037118124651470677,37.37327324699701,1787429377.8117938
485,194,SNIFF,190.0,251.0,185.0,271.0,1,0,0,1,1,0,21.14132669076575,54.2846824913198,0.09573173727947035,9.748711683011017,-0.29494201885652405,0.005335104004825899,0.0011500166131128099,0.00917986108446326,37.263008607223234,1787429377.8138654
487,195,SNIFF,191.0,252.0,184.0,271.0,1,1,1,1,0,0,24.04526972414815,58.439693201903864,0.031112940169546945,9.818744249647853,-0.28219429896888004,0.005916455212241182,-0.010297312377203407,0.005684745346175115,37.147579155451076,1787429377.8159277
490,196,SNIFF,192.0,252.0,184.0,270.0,1,1,1,1,0,0,28.569268586001982,53.975156778687676,0.06231400759925743,9.733006591819416,-0.3535124925137239,0.019942569684323022,-0.004331376526488672,0.005244044063642226,36.9918798290317,1787429377.82121
492,197,SNIFF,189.0,254.0,187.0,268.0,1,1,1,0,1,1,27.292333031751603,48.10325076818907,-0.01477307272771074,9.775087019645525,-0.022937287375940293,-0.005930797057232286,0.0027959167461314434,0.004533895634524022,36.913155558508485,1787429377.8213725
495,198,SNIFF,188.0,252.0,189.0,269.0,1,0,1,0,0,0,26.460723532611162,48.173956370492476,0.09831765014143164,9.821302698012452,0.45149290955270366,0.008652079165852693,0.004635815402879395,0.018759336107809062,36.80599699360569,1787429377.8257034
497,199,SNIFF,187.0,252.0,187.0,273.0,0,1,0,0,1,0,22.684499348798916,57.857153819086406,0.034815894242532855,9.788289223921193,-0.5369499202276813,-0.006728590527386553,0.010702488420516638,-0.005419364823265149,36.99111670233832,1787429377.826851
500,200,SNIFF,187.0,251.0,185.0,275.0,1,1,1,1,0,1,29.100916747402856,51.96446657118524,0.07326460695725212,9.756785398979211,0.17995897062708546,0.003549397838356062,-0.0021161035656472858,0.007865607933104807,37.287984793337536,1787429377.833354
502,201,SNIFF,189.0,250.0,186.0,273.0,1,1,0,1,0,1,20.986778950619346,51.5192270617721,-0.0037746827331771593,9.79125836450598,-0.11811637836419898,0.008578508764473362,-0.003995303109215095,-0.008034132468541413,37.29393934389707,1787429377.833365
505,202,SNIFF,188.0,251.0,186.0,273.0,0,1,1,0,0,1,26.020745794636078,51.17228549563279,0.06093349580759909,9.78067356427332,0.0612953830063589,0.014347438255524361,0.008935746182209929,-0.003949556381538647,37.326942128418004,1787429377.8361938
507,203,SNIFF,188.0,253.0,185.0,273.0,0,0,0,1,0,1,25.30495044255136,50.55306264516099,0.02180246508931241,9.735168196209578,0.1503681428028309,0.020086616455274733,-0.002077841372104972,-0.008833731540973045,37.086762145028004,1787429377.838946
510,204,SNIFF,187.0,252.0,186.0,272.0,1,1,1,0,0,0,25.606330365368876,51.469635362266814,-0.02041558770196559,9.77607864697091,0.22052438813175163,0.005441548195034789,0.0039179827876814725,0.0026707343920480556,37.18504748731734,1787429377.841361
512,205,SNIFF,188.0,250.0,187.0,274.0,0,0,1,1,1,1,23.960091294662973,56.64606403690256,-0.012134717685037544,9.688110735242516,-0.1479140524089515,-0.03131283792124881,-0.010000046599796874,-0.009147315479315476,36.85675026450309,1787429377.8446374
515,206,SNIFF,186.0,250.0,190.0,272.0,1,1,0,1,1,0,25.121353312245773,53.38964392128089,-0.09661916066729966,9.741774419568554,-0.43576971032831224,-0.001733002139991475,0.0009406629085887651,-0.0028736586217117163,37.45529417655619,1787429377.8469589
517,207,SNIFF,188.0,248.0,190.0,272.0,1,1,1,1,0,1,23.06569462599584,46.126420385253965,-0.07282170704228827,9.681327479475812,-0.07404391661658738,0.0033101552246085734,0.001787300699487614,-0.015023031228672339,37.13913796610204,1787429377.849382
519,208,SNIFF,188.0,247.0,192.0,271.0,1,0,0,1,1,1,27.221313149394767,49.12331581043273,-0.0701175107995024,9.678713458021441,-0.07087870976473666,0.006727696055916259,-0.005084450908146276,-0.0171925297481595,37.21886403127622,1787429377.8513432
522,209,SNIFF,192.0,247.0,189.0,270.0,1,0,0,1,0,1,30.209692051196683,52.73607309265478,-0.04288582277539466,9.696248513477991,-0.09135030673853747,-0.011620671768479082,-0.0024116902164409855,0.007358292272405584,36.97248120092747,1787429377.8539038
524,210,SNIFF,190.0,247.0,190.0,272.0,1,1,1,0,1,0,17.600392057099512,45.285937830394985,-0.0893403407982625,9.679809673924856,-0.20791908257061686,-0.013549875195234873,-0.004341748462137726,-0.005074867245669969,37.279904951209026,1787429377.856434
527,211,SNIFF,188.0,244.0,193.0,273.0,0,0,1,1,1,0,17.83656459740992,51.909747215918685,-0.08791336917450197,9.665491095426493,0.522935425289661,-0.017356471655202325,-0.006092277093578374,-0.025319044129730517,37.20176906133939,1787429377.860553
529,212,SNIFF,189.0,246.0,191.0,272.0,1,1,1,1,1,1,32.87643628009172,47.68132542664149,-0.11912618501373229,9.685416475299693,0.09236208660761429,0.0030870672551612157,0.0013839509820461962,-0.005937150308021783,37.2794468105958,1787429377.8625953
532,213,SNIFF,191.0,243.0,192.0,272.0,1,1,0,0,0,0,25.685056831042488,53.844710805515845,-0.1524400168439629,9.746254150585905,0.5132119459462285,-0.004810898997007795,-0.008763267322822028,-0.008545664094467857,37.24442644850989,1787429377.8640392
534,214,SNIFF,191.0,243.0,193.0,271.0,1,0,0,1,0,1,19.05031228375156,56.70544518159893,-0.13085069589546372,9.677389088744649,0.2840358890908453,-0.028597961847441476,-0.01813820432091994,-0.00042213183677241965,37.373555104105236,1787429377.8668382
537,215,SNIFF,191.0,243.0,192.0,273.0,1,1,0,0,1,0,24.45241379739499,54.59710380110171,-0.1534398259785055,9.632866160934205,-0.19892862341359643,-0.007608070506610323,0.006887099413626967,-0.007616814727171751,37.10725101244049,1787429377.8691173
539,216,SNIFF,190.0,246.0,191.0,271.0,1,1,1,1,1,1,27.80434913481529,48.43147275696177,-0.19503718106582457,9.640574111586973,-0.3491346874409561,-0.023267180663375117,-0.0017968602899122686,-0.013862430963202348,37.0810545312452,1787429377.8712268
542,217,SNIFF,189.0,245.0,190.0,274.0,1,1,1,1,0,1,25.789551627778444,53.67826525862472,-0.25160636521817603,9.672423579323992,0.15238977318636057,-0.014040905166077956,-0.012015932315630827,-0.014762188286340527,37.22329368301029,1787429377.8738506
544,218,SNIFF,187.0,244.0,192.0,275.0,0,1,1,1,0,1,22.580060876366474,50.90953906891714,-0.2470072207847675,9.730732512476454,-0.2271187846434375,0.0005564128249338461,-0.0045137566581899425,-0.008955867900158003,37.103039920099555,1787429377.8781333
547,219,SNIFF,188.0,246.0,192.0,272.0,0,1,1,1,0,0,22.997208253983352,55.063634425349335,-0.22026015969553603,9.641546352776812,-0.2119380205307967,-0.014766849499436999,-0.03030152859146574,-0.025928510875206444,37.080725666472645,1787429377.8791611
549,220,SNIFF,184.0,249.0,193.0,273.0,1,0,1,0,1,1,17.189229435458543,40.917430240160144,-0.24613316720504486,9.574175222533647,-0.03757573861238542,-0.02859939357410428,0.0004787278796884904,-0.008479809626645967,37.06159701015356,1787429377.8816128
552,221,SNIFF,185.0,248.0,192.0,273.0,1,1,1,1,0,1,27.001190690659357,50.39589981150948,-0.28715755824855305,9.616594316873604,0.5435822940315049,-0.031238347772030217,-0.02971580144612396,-0.032103152421840156,37.50941789722633,1787429377.8834157
